date,cbsa_code,city_description,population,actual_murder,actual_all_crimes,actual_index_violent
2018-04-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-04-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,16,16578.0,49.9
2018-04-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,17,13412.0,17.678571428571427
2018-04-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-05-01,12420,"Austin-Round Rock, TX Metro Area",2173033,6,6367.0,13.522727272727273
2018-05-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,13,9780.0,8.892156862745098
2018-05-01,17900,"Columbia, SC Metro Area",834324,5,4030.0,5.658227848101266
2018-05-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,33,23396.0,13.202312138728324
2018-05-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,8,10283.0,103.66666666666667
2018-05-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,20,8057.0,9.287037037037036
2018-05-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-05-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,23,17096.0,48.7
2018-05-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,21,13942.0,18.154761904761905
2018-05-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-06-01,12420,"Austin-Round Rock, TX Metro Area",2173033,7,6414.0,12.090909090909092
2018-06-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,12,9491.0,9.549019607843137
2018-06-01,17900,"Columbia, SC Metro Area",834324,4,3834.0,4.632911392405063
2018-06-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,28,22407.0,13.23121387283237
2018-06-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,16,9342.0,92.75
2018-06-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,12,7710.0,9.296296296296296
2018-06-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,67,48116.0,67.38271604938272
2018-06-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,23,15934.0,45.875
2018-06-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,28,12940.0,17.595238095238095
2018-06-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,52,49654.0,55.01190476190476
2018-07-01,12420,"Austin-Round Rock, TX Metro Area",2173033,5,6589.0,11.568181818181818
2018-07-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,9,9443.0,9.607843137254902
2018-07-01,17900,"Columbia, SC Metro Area",834324,6,3905.0,5.189873417721519
2018-07-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,27,22255.0,14.121387283236995
2018-07-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,10,9377.0,96.08333333333333
2018-07-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,13,8287.0,10.148148148148149
2018-07-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-07-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,22,16495.0,46.475
2018-07-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,17,13953.0,19.833333333333332
2018-07-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-08-01,12420,"Austin-Round Rock, TX Metro Area",2173033,6,6818.0,13.363636363636363
2018-08-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,13,9753.0,10.176470588235293
2018-08-01,17900,"Columbia, SC Metro Area",834324,8,4083.0,4.8354430379746836
2018-08-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,27,22536.0,13.028901734104046
2018-08-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,16,9246.0,101.41666666666667
2018-08-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,13,8377.0,9.287037037037036
2018-08-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-08-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,23,16732.0,45.5
2018-08-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,19,14138.0,19.535714285714285
2018-08-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-09-01,12420,"Austin-Round Rock, TX Metro Area",2173033,7,6535.0,12.5
2018-09-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,10,8952.0,10.686274509803921
2018-09-01,17900,"Columbia, SC Metro Area",834324,4,3994.0,5.848101265822785
2018-09-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,26,22588.0,12.84393063583815
2018-09-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,21,9281.0,96.5
2018-09-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,14,7962.0,9.722222222222221
2018-09-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-09-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,10,16372.0,44.775
2018-09-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,15,13102.0,18.726190476190474
2018-09-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-10-01,12420,"Austin-Round Rock, TX Metro Area",2173033,2,7175.0,12.25
2018-10-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,9,8971.0,7.950980392156863
2018-10-01,17900,"Columbia, SC Metro Area",834324,7,4206.0,5.3924050632911396
2018-10-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,18,21865.0,13.624277456647398
2018-10-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,14,9253.0,103.83333333333333
2018-10-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,14,7708.0,8.5
2018-10-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-10-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,17,17091.0,46.4
2018-10-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,14,13985.0,18.142857142857142
2018-10-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-11-01,12420,"Austin-Round Rock, TX Metro Area",2173033,3,6422.0,10.113636363636363
2018-11-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,10,8288.0,7.980392156862745
2018-11-01,17900,"Columbia, SC Metro Area",834324,4,3781.0,4.367088607594937
2018-11-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,25,21016.0,12.6878612716763
2018-11-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,13,8386.0,92.25
2018-11-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,8,6992.0,8.222222222222221
2018-11-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-11-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,14,16007.0,41.9
2018-11-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,14,12977.0,16.476190476190474
2018-11-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-12-01,12420,"Austin-Round Rock, TX Metro Area",2173033,2,6706.0,11.386363636363637
2018-12-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,9,8404.0,8.117647058823529
2018-12-01,17900,"Columbia, SC Metro Area",834324,6,3699.0,4.987341772151899
2018-12-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,26,22338.0,13.369942196531792
2018-12-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,10,8687.0,97.91666666666667
2018-12-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,18,7540.0,9.36111111111111
2018-12-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-12-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,17,16519.0,40.5
2018-12-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,21,13504.0,17.547619047619047
2018-12-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
